subjects,surface_F.Coll.left,surface_F.C.L.a.left,surface_F.C.L.p.left,surface_F.C.L.r.ant.left,surface_F.C.L.r.asc.left,surface_F.C.L.r.diag.left,surface_F.C.L.r.retroC.tr.left,surface_F.I.P.left,surface_F.C.L.r.sc.ant.left,surface_F.C.L.r.sc.post.left,surface_F.C.M.ant.left,surface_F.C.M.post.left,surface_F.Cal.ant.-Sc.Cal.left,surface_F.I.P.Po.C.inf.left,surface_F.I.P.r.int.1left,surface_F.I.P.r.int.2left,surface_F.P.O.left,surface_INSULAleft,surface_OCCIPITALleft,surface_S.C.left,surface_S.C.LPC.left,surface_S.C.sylvian.left,surface_S.Call.left,surface_S.Cu.left,surface_S.F.inf.left,surface_S.F.inf.ant.left,surface_S.F.int.left,surface_S.F.inter.left,surface_S.F.marginal.left,surface_S.F.median.left,surface_S.F.orbitaire.left,surface_S.F.polaire.tr.left,surface_S.F.sup.left,surface_S.GSM.left,surface_S.Li.ant.left,surface_S.Li.post.left,surface_S.O.T.lat.ant.left,surface_S.O.T.lat.int.left,surface_S.O.T.lat.med.left,surface_S.O.T.lat.post.left,surface_S.O.p.left,surface_S.Olf.left,surface_S.Or.left,surface_S.Pa.int.left,surface_S.Pa.sup.left,surface_S.Pa.t.left,surface_S.Pe.C.inf.left,surface_S.Pe.C.inter.left,surface_S.Pe.C.marginal.left,surface_S.Pe.C.median.left,surface_S.Pe.C.sup.left,surface_S.Po.C.sup.left,surface_S.R.inf.left,surface_S.Rh.left,surface_S.T.i.ant.left,surface_S.T.i.post.left,surface_S.T.pol.left,surface_S.T.s.left,surface_S.T.s.ter.asc.ant.left,surface_S.T.s.ter.asc.post.left,surface_S.p.C.left,surface_S.s.P.left,surface_ventricleleft
51089,1462.64,1391.89,3807.07,320.796,727.612,537.201,490.576,5217.69,,,1421.88,1812.25,1990.3,894.455,,,2121.98,3456.14,3609.25,5299.38,265.476,32.628,721.042,221.454,1096.34,280.546,2042.51,1984.24,689.819,202.091,,667.052,4494.11,265.791,144.161,644.565,1024.8,151.092,,1390.13,46.5038,446.957,1607.77,1064.02,768.911,,,1050.87,457.665,1016.68,,731.241,87.1624,569.276,1455.7,1134.54,1334.79,3264.25,1228.53,1572.69,405.931,744.701,2195.49
51090,1763.59,2072.13,4909.42,577.688,947.982,,402.624,6913.58,,337.202,1144.36,1529.53,4273.75,1287.31,188.444,,1005.33,3667.37,3111.2,3644.19,68.19,423.666,346.536,170.167,1813.88,316.257,3060.68,2085.43,741.049,890.946,786.481,948.884,3435.82,,87.8849,904.983,1462.02,390.152,991.997,914.938,45.445,775.08,1574.01,1102.03,419.547,,627.369,1205.05,,240.289,494.127,1504.86,596.498,295.411,2461.65,1751.09,1662.09,3148.58,1618.1,1742.76,504.825,867.634,3669.36
51091,1567.1,2082.45,4313.79,700.592,756.12,,115.711,6411.61,,,1663.74,2003.04,3317.12,2000.15,360.35,361.171,938.261,3658.48,3207.38,4002.63,68.7941,197.496,958.424,34.99,1200.33,795.171,2465.72,3844.6,579.191,172.533,340.772,930.117,2713.92,319.357,495.842,583.932,1958.06,239.756,102.466,1598.58,330.256,738.683,1590.41,1307.68,1088.56,,1256.87,1478.39,1290.62,508.803,586.868,1342.22,86.9624,937.38,1432.31,1146.55,905.49,4243.85,847.231,313.753,253.319,1128.4,1635.04
51093,1941.29,2306.92,4122.3,330.352,409.517,,466.546,4978.64,,,757.837,1305.75,1471.01,767.66,50.4622,575.493,2139.32,4005.69,4174.52,3316.08,75.993,27.3166,741.149,,1169.98,395.294,2767.7,3163.74,458.684,368.287,507.299,498.032,2374.91,,188.303,991.457,897.834,952.433,640.278,432.117,,616.176,1197.13,523.134,402.368,742.109,1871.16,,788.911,108.119,420.7,758.066,230.787,192.794,1726.37,1583.38,633.136,3215.39,1091.14,1162.38,319.324,731.086,1937.03
51094,1535.32,2044.64,5300.85,,247.726,,48.8287,4778.94,,111.675,1087.11,1561.77,1856.7,1912.3,89.7842,179.247,1811.73,4280.05,3583.25,3453.36,161.847,115.225,759.23,1115.65,1425.83,1056.47,1751.68,3235.22,337.421,1764.93,,675.715,2048.33,692.303,144.455,575.714,1131.24,130.083,266.408,975.589,502.667,749.798,1017.28,899.241,70.2416,,1247.91,1779.01,404.487,588.349,1150.53,1149.61,342.727,446.947,1995.23,1530.02,1125.31,2611.49,1544.92,1507.18,413.451,859.673,1920.86
51095,1596.57,971.837,5555.12,551.406,929.239,,335.301,5488.71,,,1121.2,1432.64,1503.6,2281.39,485.378,312.048,1550.65,4831.94,2923.12,4071.34,59.4067,,86.3916,545.049,609.401,890.273,2132.86,2857.81,548.189,1310.26,230.616,1071.92,3265.09,39.9643,113.576,610.558,1193.28,296.861,683.243,2067.49,126.251,543.984,1642.16,949.192,504.306,531.358,1288.47,647.119,248.047,1330.66,1185.84,957.139,302.655,326.707,1265.96,1170.22,248.73,4031.12,762.376,1554.63,173.876,684.571,2934.26
51096,2134.46,2058.53,4468.65,406.322,858.151,,31.8669,5865.49,,335.367,1285.53,1481.84,2038.8,1059.44,632.358,154.056,1772.75,4174.86,2434.17,3088.73,208.656,563.059,580.995,735.034,1016.57,719.188,1710.78,2840.51,966.396,737.168,276.005,598.858,5027.3,433.79,525.177,208.239,1069.53,243.093,336.886,1106.48,351.425,926.033,1308.16,1715.64,163.224,,1238.47,583.782,,543.572,1256.12,943.191,408.852,712.613,1691.52,1018.1,1437.22,3904.47,499.681,1479.08,473.928,735.029,2621.95
51097,1915.88,1928.66,4679.68,411.603,732.589,68.2668,859.942,5739.62,,192.513,748.843,1380.68,1860.95,2167.84,51.6038,,1983.47,3900.69,4077.37,3310.12,578.743,,679.638,443.175,2167.59,677.048,2419.41,2941.99,766.616,1072.72,187.366,905.892,3100.73,93.5347,256.72,470.425,473.341,301.76,994.271,1701.28,,956.178,1137.69,1385.56,260.69,,777.996,992.418,,844.321,403.283,969.094,212.46,586.406,1563.73,1824.26,2084.66,3239.22,1853.01,195.618,195.934,1069.84,2469.53
51098,1971.63,1694.11,4112.42,714.11,538.441,,770.491,5382.56,,52.966,757.041,2291.48,2251,1616.18,323.096,171.516,1067.51,3672.06,2524.81,4370.25,103.902,214.885,738.641,386.429,1886.8,344.631,2486.53,2987.34,779.404,522.025,92.2221,903.205,2717.15,364.642,,634.365,251.53,161.927,754.967,959.635,447.209,554.151,1591.8,738.021,,73.8866,830.174,1705.43,847.291,180.826,756.32,1127.3,418.181,1279.67,1651.6,1434.85,945.091,4175.33,1532.11,1436.74,244.32,845.385,2194.01
51099,3187.02,1235.2,4432.24,547.695,417.3,,540.278,3691.43,78.5738,,1480.94,1693.66,2766.94,1382.8,401.425,,1426.97,2531.81,3209.81,3211.95,365.477,,379.575,477.218,1806.04,261.442,1046.1,2613.04,330.296,734.854,130.816,711.523,2697.91,509.497,,,404.295,32.0598,584.784,760.824,,620.866,1505.01,800.139,296.862,,692.766,526.166,637.182,494.191,976.092,626.388,456.013,,1255.72,1691.01,911.653,3748.82,1449.32,1778.82,260.789,996.914,1949.71
51100,1905.59,2085.43,3984.52,844.52,,,,4522.25,,101.731,1014.44,1674.33,1729.09,2701.86,565.725,229.596,1992.95,3934.94,2779.11,3176.63,195.075,,467.884,359.207,1338.2,255.821,1105.71,2431.69,262.461,610.931,327.469,529.689,2840.14,,,89.8127,1204.95,245.88,236.475,920.585,,671.512,1025.96,385.742,843.6,33.1667,1116.4,878.837,279.868,320.759,447.374,353.086,,294.916,1860.03,1070.62,976.525,3021.36,1273.28,1842.08,77.0173,533.975,2460.47
51101,2458.11,2344.12,5507.45,623.186,716.353,,238.073,4443.95,,,1023.47,1860.69,2028.82,1808.05,421.135,35.9425,2621.36,3256.33,2355.08,3047.94,231.422,327.065,,177.229,1016.04,600.013,2412.82,2603.07,323.092,803.179,408.444,703.792,2631.79,52.6134,455.234,402.372,203.071,654.903,1173.18,406.188,,727.772,1365.71,809.755,,,2079.44,47.8552,492.379,518.569,553.125,1689.66,191.648,,2350.93,1128,1652.38,3316.78,1238.75,1404.02,312.425,569.244,3084.64
51102,2372.83,2324.99,5223.59,762.485,506.069,,214.843,5643,,,1328.5,1196.37,2171.25,2162.53,327.819,136.066,1624.01,3601.08,4276.02,3054.1,44.9954,491.973,725.934,451.158,2113.52,380.712,2169.04,3609.04,760.97,876.001,817.763,1123.12,2473.1,79.7827,,359.008,980.57,393.577,1199.5,704.197,188.491,809.1,1286,1759.43,596.436,302.864,784.124,1431.63,,907.762,560.054,1314.32,265.272,455.683,2009.29,2399.94,587.369,4029.79,54.0502,1343.82,327.043,852.762,2507.38
51103,1911.05,3208.65,4693.5,509.299,963.893,44.6323,215.116,5304.68,,107.952,1011.06,1584.41,2178.4,1948.38,219.394,101.325,2484.04,2702.56,3980.98,3314.1,462.049,56.6327,847.272,392.721,1038.65,1065.76,2835.09,1907.7,1142.74,2611.38,475.192,591.849,2962.88,230.213,,595.949,901.983,288.623,340.526,1766.26,607.099,889.758,1774.53,1621.81,263.723,,1952.63,137.115,924.611,394.408,1215.89,1238.57,92.9003,506.445,2198.82,1191.67,816.333,3603.55,910.655,1279.38,141.084,834.081,2447.31
51104,1659.43,1856.43,4212.59,536.143,717.067,,423.953,5267.12,,48.6615,1526.34,1305.74,1889.79,634.111,673.45,227.932,1905.05,4242.89,4140.49,3631.31,44.4508,243.875,689.429,139.155,1151.82,410.356,2434.72,2525.02,629.501,631.952,653.915,706.817,3275.35,41.6239,234.563,617.927,401.345,649.399,447.935,1466.9,241.654,798.261,1369.63,947.557,,,708.118,1912.29,,685.465,889.162,1345.51,224.945,674.401,1603.18,1426.87,734.731,3964.59,1395.26,1311.26,185.166,894.511,2212.1
51105,1609.46,2058.02,4356.32,767.614,303.915,,416.278,4713.32,,182.271,1242.11,840.302,1994.22,1620.77,239.906,1355.41,2091.96,3216.34,3293.25,2896.99,,,531.393,267.871,829.352,936.779,1717.07,1930.97,1007.27,307.035,,1023.07,1911.64,96.4511,60.5545,331.413,567.472,104.11,413.75,1546.38,,553.048,2010.04,932.376,270.213,,709.708,1094.65,,902.997,842.564,1611.34,,523.534,1359.57,1694.38,555.592,3295.27,229.799,118.927,81.9855,741.156,2742.29
51106,1685.31,1898.66,5475.19,722.215,110.341,635.937,31.2501,4581.57,,62.2189,1144.2,1681.04,1447.77,2500.42,508.546,501.359,1675.37,2104.64,3105.48,2945.12,408.464,244.284,554.372,366.037,1137.62,525.641,2612.24,3015.09,556.64,747.877,239.702,953.544,2904.13,,540.236,403.716,492.608,121.387,934.255,1173.26,,688.884,1408.65,774.012,314.991,,,1816.32,174.678,501.413,360.048,741.632,234.267,598.624,1269.66,1420.16,963.202,2935.87,652.911,1561.85,186.396,584.634,2306.01
51107,1548.71,112.088,3819.34,305.97,1127,,156.527,4970.99,,,220.704,1548.29,2731.89,1383.28,353.946,386.037,2327.37,7093.11,2794.38,2997.14,51.1983,88.9544,339.7,433.864,442.391,370.69,1951.3,2076.99,768.928,711.403,193.666,556.7,2917.43,,110.208,323.337,1077.6,87.579,564.637,1474.15,191.773,621.969,1450.71,1620.4,179.312,,808.748,1837.15,,549.229,770.532,1455.27,298.594,428.758,1797.97,1660.02,834.134,3570.74,,1330.88,100.688,934.26,2947.57
51108,1693.48,1436.11,3702.89,439.888,927.01,,610.743,4996.48,,,1185.97,1662.62,1976.59,102.64,78.8379,674.88,1352.84,3869.38,3219.08,3135.84,40.8068,,759.954,456.983,111.882,507.593,1397.14,2473.96,443.152,699.069,199.954,380.174,3393.87,,347.43,133.584,988.661,332.689,,714.551,,422.995,1433.51,1039.4,,,,2642.17,,208.668,200.53,1044.46,,211.683,1027.2,1137.97,695.716,3464.14,1007.78,548.671,299.063,608.342,2218.57
51109,1969.37,1472.35,3656.14,349.603,353.35,349.169,,5148.51,,138.844,1194.58,1545.73,1568.54,1727.24,420.507,725.47,1605.66,3579.22,2340.69,3368.8,103.925,,70.2968,392.462,1027.68,484.312,1418.36,1287.38,268.748,288.623,129.978,123.54,3150.46,,,253.045,447.959,225.193,228.626,955.276,,767.204,1163.96,364.421,408.102,,1390.21,538.749,,755.289,1048.1,634.973,,441.076,1088.36,1907.79,596.76,3767.55,184.024,532.414,,1043.31,3354.07
51110,1885.71,2074.91,4816.63,655.034,397.53,,350.062,6834.1,,188.697,562.966,2234.23,2422.58,1721.59,,71.0446,1602.75,3652.77,3709.53,3451.25,,337.824,882.25,796.481,1196.17,152.504,2462.66,3254.45,549.439,978.511,778.982,768.074,1438.05,,234.98,255.398,1683.38,525.301,207.599,963.048,173.02,470.817,1345.55,557.553,118.695,1121.72,657.239,2402.05,512.781,970.086,956.502,1330.8,88.3396,426.345,1881.57,1698.01,858.528,3341.23,802.753,1122.76,330.091,526.25,3045.92
51111,1909.56,1927.33,4891.76,744.255,911.234,,241.687,4680.57,,,1309.11,1367.83,2404.07,1815.14,390.101,229.389,2775.54,3609.35,2583.58,3672.66,,47.3237,379.896,361.729,595.073,351.447,2164.1,1924.94,689.644,1087.67,241.631,224.005,2924.84,,,535.041,1738.64,111.863,448.478,203.544,,535.247,1094.02,60.2418,456.639,,853.974,1104.92,34.7691,357.89,979.753,1260.82,62.867,521.115,1758.99,2029.68,822.714,3645.52,696.093,876.119,73.2815,1025.15,2388.65
51112,1736.95,1755.72,4505.39,488.727,466.301,,,5363.57,,,1288.2,1388.61,2296.85,695.477,,38.5488,1758.72,4180.27,2706.24,3335.6,,,295.74,513.923,1172.58,235.523,2038.29,1672.43,771.311,807.155,438.91,490.899,2655.78,418.876,,493.257,634.408,379.713,928.529,828.697,,583.847,1138.17,687.252,365.823,663.256,993.062,1254.39,53.9119,500.201,1034.54,969.357,152.606,382.346,1391.25,1512.68,823.569,3368.54,1096.41,2199.97,145.921,893.295,2803.34
51113,1564.33,1897.54,3929.71,350.902,1026.46,,,5249.67,,123.812,141.972,2530.54,2418.64,1529.5,448.236,195.745,1566.89,4499.08,2699.91,2616.56,147.437,38.0368,673.776,542.258,673.049,967.069,2040.09,2165.77,470.256,543.094,39.4032,344.612,2422.46,,167.868,226.844,305.337,99.3326,1331.06,785.44,436.202,738.258,965.044,862.852,205.171,46.4848,736.248,1428.77,,597.475,1351.93,673.376,113.497,281.714,1106.91,1591.35,187.43,3645.8,306.839,973.816,,614.276,2209.44
51114,2303.91,1632.31,4115.44,338.228,140.919,407.558,915.473,4893.14,,,148.131,1254.31,2332.15,1461.72,30.6354,154.726,2129.64,4610.92,3553.76,3031.96,40.609,149.371,881.481,828.166,1526.25,400.771,2507.14,1707.68,719.596,416.685,,431.421,2968.45,,114.548,281.535,212.76,379.39,1485.91,1284.1,378.724,817.482,1388.53,742.35,309.057,606.457,513.23,1277.4,240.742,115.592,345.323,1461.94,103.495,123.525,1423.52,2014.36,928.608,2173.4,578.719,1804.59,630.546,432.403,2715.06
51115,2764.07,1637.47,4673.07,383.797,1083.8,,,4609.8,,82.7252,959.258,1663.79,2352.43,1813.6,322.063,47.6195,1772.47,4297.38,3937.07,3173.54,124.806,346.385,598.723,,736.343,403.92,2049.61,2039.9,836.916,979.806,427.031,257.647,4499.04,307.792,610.915,504.729,1083.45,159.139,757.1,911.402,460.989,623.342,1465.29,1408.79,812.968,,656.268,1500.01,,343.925,,1503.21,48.2951,,1745.48,1486.27,1566.32,2989.59,1190.88,1553.73,82.0593,1057.61,2740.46
51116,1598.52,1836.83,3999.93,491.252,713.046,,340.482,4861.99,,85.7167,897.363,1640,1508.79,2485.51,,206.363,1919.39,4491.28,3167.16,3445.78,40.9777,546.763,503.713,255.283,801.155,337.034,2371.52,3107.87,666.157,1286.76,181.224,1358.12,2359.18,409.758,45.4734,362.855,991.904,467.005,503.157,1276.09,58.5114,644.589,1241.02,839.958,,,644.704,1075.68,490.901,559.097,1081.61,1291.56,135.338,181.534,2998.45,1335.34,1234.76,1409.43,1796.18,1218.94,404.364,673.176,2374.47
51117,1512.56,1120.51,3899.23,655.331,684.365,,166.151,4062.26,,147.947,675.4,1264.29,1831.31,3369.74,168.964,172.014,1432.91,3381.16,2958.41,2953.83,,,424.579,152.971,1399.37,606.669,1811.59,1862.93,538.57,360.386,314.422,495.005,3442.36,128.495,51.1888,189.72,936.85,45.4986,313.587,1343.08,308.122,404.803,777.857,754.1,34.6866,,624.214,787.504,166.55,337.402,,1165.95,133.646,225.07,1096.88,1698.32,1299.49,3292.05,119.891,220.02,261.426,551.837,2526.73
51118,938.76,1548.3,4453.44,524.98,356.201,,198.668,4435.72,,47.9966,953.324,1403.97,1680.3,1604.41,324.24,297.893,1463.41,1666.98,2471.34,3412.89,206.255,,377.781,474.547,1492.43,272.353,1983.58,2404.92,301.421,459.68,75.4545,203.42,2465.74,,442.183,304.274,1007.15,441.586,433.961,112.606,305.607,529.536,1304.1,843.333,177.571,,271.195,818.436,,538.805,672.544,587.073,,399.589,632.135,1203.6,721.281,3808.32,367.475,1008.44,46.5719,492.789,1873.36
51119,1462.2,1848.95,5098.25,142.115,899.677,,,4683.67,,,965.104,1342.89,1154.47,1964.07,288.083,708.916,1695.2,3814.88,3730.79,3323.67,,79.0769,522.527,568.795,1526.68,350.873,2673.95,1976.4,918.729,328.789,280.882,547.094,2741.97,58.7501,407.095,433.372,875.551,47.7577,628.901,812.499,228.84,611.584,1040.4,775.262,,,773.5,781.059,228.137,948.018,821.515,949.198,43.5522,847.573,1316.95,1733.2,462.325,3274.5,326.38,1221.96,467.266,818.769,2024.71
51120,1340.44,1741.77,4515.81,690.935,,466.115,1001.05,6767.45,,240.309,581.918,2334.42,2085.01,1637.99,75.5648,642.696,2198.98,3729.9,3827.44,3660.79,104.353,180.819,789.108,391.075,1582.16,573.619,2820.89,2801.78,535.957,645.972,360.952,1474.01,3315.9,,511.934,650.218,714.387,99.5693,785.998,840.625,618.418,402.829,1795.38,600.91,194.413,,1017.19,1561.59,,1184.7,513.125,1365.89,441.251,336.825,1705.6,1305.9,1300.39,4709.49,,171.131,208.679,999.755,2125.59
51121,1577.85,1923.83,4518.09,,692.265,,60.7532,4703.54,,70.5132,653.756,1294.08,1349.29,1182.34,175.464,426.575,1576.56,2062.54,2819.28,2856.11,61.8211,,679.422,304.16,1040.88,598.239,1859.24,2521.8,498.994,415.306,266.403,600.977,2663.08,118.18,,163.493,504.633,297.958,534.659,825.871,362.26,770.931,1180.35,1299.47,,,837.327,299.458,661.28,833.027,788.895,767.83,208.467,418.472,754.74,2119.89,791.2,3654.51,180.605,543.326,123.131,379.44,2133.56
51122,1668.21,404.723,4456.43,596.139,546.46,,,6250.94,,,799.463,1918.49,1958.45,1447.86,367.6,160.059,1536.88,5547.6,3521.93,3688.35,24.7451,27.3157,439.356,172.546,1455.1,381.427,2010.16,2204.2,198.597,887.571,,522.302,2939.5,219.699,33.0837,773.885,835.371,226.512,163.556,1549.59,,808.894,1539.84,697.987,169.824,172.364,548.32,1532.5,122.542,1186.62,531.864,1778.53,346.003,285.36,2746.26,495.847,279.125,3496.28,1168.87,1167.57,169.964,669.989,3032.31
51123,1796.48,2513.42,4862.22,913.5,465.224,,232.533,5426.67,202.402,,199.117,1411.06,1910.64,1753.62,352.33,,2174.05,2292.12,3085.77,3086.21,230.532,,473.122,267.818,1768.1,139.939,2827.56,2915.4,401.482,750.127,485.169,1138.26,2322.9,,826.461,300.056,1013.73,,122.877,995.88,,591.425,1265.64,961.429,838.733,249.181,684.028,1267.19,903.645,236.165,553.885,831.621,95.7846,288.321,1289.57,2085.16,649.326,3499.9,1488.32,1137.38,626.668,586.409,2036.63
51124,1981.39,2345.83,4031.04,592.192,1021.89,,73.6524,7543.01,64.8228,128.731,1348.14,1925.29,2148.39,989.232,541.154,,1376.18,3797.92,5118.66,4076.81,45.8603,,931.692,1127.05,2351.56,544.653,2087.14,3453.21,1267.83,943.34,499.381,248.423,3895.16,,,66.1984,1310.7,32.8687,610.591,2506.16,335.757,965.071,1451.27,862.306,,,688.347,1868.73,193.677,577.536,,929.693,720.686,416.687,1695.07,1304.75,826.416,4260.12,827.802,2356.69,,688.094,3211.1
51125,1690.84,1708.82,4645.81,76.1111,723.181,,356.143,6042.04,,112.456,944.852,1664.58,2194.19,1255.66,253.106,454.032,2247,3533.4,2523.78,3259.75,147.759,226.223,762.422,1042.57,1215.38,1014.97,2454.21,2521.67,1072.14,1402.22,137.977,1032.83,2786.56,,175.588,320.301,1144.88,394.608,686.208,379.055,487.34,656.28,1750.78,647.632,938.015,,1379.93,1588.84,100.553,408.807,1100.69,2044.05,174.968,465.163,1947.82,1859.6,934.03,3450,1215.76,999.888,,569.02,2513.35
51126,2366.85,1707.79,3531.63,680.55,273.363,,91.6419,4555.48,,,1335.31,1662.12,2165.33,1567.74,547.392,,2096.43,4063.86,3910.22,3018.46,199.612,,411.785,697.262,972.654,849.617,2681.97,2261,688.031,2022.31,75.2604,501.642,1281.09,35.537,111.911,507.551,732.651,135.17,299.273,1300.02,,701.7,1452.08,833.396,553.439,144.928,916.216,395.033,,646.814,802.471,1233.59,113.979,357.888,1967.15,756.776,801.34,3339.61,261.198,603.395,204.286,666.488,2301.99
51127,1846.47,2249.68,5096.67,677.95,540.334,,192.911,5023.12,,330.465,1729.19,2132.7,2438.87,1778.83,612.444,,1329.36,4036.98,3193.18,3532.63,128.087,226.75,876.852,1197.81,1971.54,293.749,1510.43,2564.72,603.018,944.477,879.056,613.008,3607.2,225.738,,273.103,1089.46,507.19,516.062,1991.09,,846.726,838.658,1035.82,683.9,,698.331,1290.11,773.635,606.824,622.978,2023.3,157.019,725.682,2341.62,1944.79,1755.67,4023.19,1244.68,1462.55,390.742,645.905,3195.43
51128,1662.33,2028.92,4656.95,540.686,983.399,,104.644,6397.32,,149.32,1598.89,1170.65,2372.11,1758.49,302.749,,2670.83,4456.52,3258.09,4196.52,,,731.496,33.881,1230.09,774.807,2364.04,4120.32,806.128,207.618,138.834,457.488,4205.2,103.948,185.885,498.164,1288.03,318.662,62.8661,1746.56,211.786,706.533,1710.2,929.387,377.605,114.351,1305.79,1194.28,33.4947,429.24,65.4867,1301.83,27.4693,590.934,2465.56,2132.64,836.309,3126.02,1020.46,1514.08,231.801,567.377,3042.47
51129,1297.43,2079.31,4091.33,539.908,149.102,,411.487,5034.79,,,1145.38,1598.7,1901.03,1578.5,577.499,335.468,1501.48,4053.5,3502.24,3263.52,47.426,,842.647,152.837,1238.4,463.953,2351.3,1761.15,337.695,865.844,194.305,760.018,3131.55,94.5125,660.358,313.833,1101.96,217.459,118.743,1351.76,198.569,702.481,1523.8,761.517,105.398,114.414,928.913,1282.53,1487.68,,322.693,817.24,138.262,563.061,1640.54,1527.81,590.775,2900.39,2680.75,300.05,348.31,434.768,2091.48
51130,2819.63,1411.97,3148.45,472.454,171.691,543.905,503.362,4088.29,,364.171,936.796,1319.41,2408.46,1571.41,131.141,359.466,1654.61,3674.72,2603.38,3981.25,70.2054,29.9105,618.529,595.898,1013.26,321.192,1921.78,1419.29,383.12,237.23,469.542,217.814,3229.75,,324.166,295.189,344.183,303.827,140.624,882.965,177.525,481.729,983.088,811.385,585.923,,447.239,1016.06,,519.379,105.912,986.689,,,1329.41,1503.61,434.484,3566,85.8054,835.461,368.431,565.511,2503.39
51131,1592.8,1921.09,5486.99,358.491,985.255,,653.266,4744.82,,95.0506,365.03,1809.88,2840.69,1386.84,28.5409,92.4524,2467.44,2869.33,3527.44,3320.23,116.632,,728.02,466.025,1978.9,339.689,2710.26,1963.99,365.739,69.5584,822.475,354.03,3398.05,498.689,347.127,531.636,933.354,497.142,551.461,1065.86,,755.898,939.888,468.113,658.55,73.2007,189.044,1221.42,237.941,572.72,393.707,927.028,87.1889,809.501,1778.75,1935.81,1024.65,3397.2,840.95,467.028,237.453,616.215,2103.07
51132,2853.9,1751.26,3539.42,941.829,345.389,,322.419,4960.62,123.96,274.246,848.863,2110.37,2236.67,956.599,81.8586,412.079,2761.14,3748.24,2526.17,3121.91,48.0393,271.229,312.083,213.498,2119.64,28.1333,1278.59,2513.06,278.362,1282.01,435.132,354.922,2066.18,243.358,305.695,267.429,850.975,215.677,293.632,1339.4,,711.593,1172.04,893.802,495.826,,621.652,919.253,310.363,474.233,484.31,446.989,48.9506,310.485,1715.81,1417.35,419.806,4302.57,1897.48,443.43,398.143,874.038,3178.26
51133,1874.05,2590.1,5438.84,,885.831,,,6194.22,136.967,132.686,1081.45,2247.5,2461.72,743.281,403.783,1005.08,3106.64,4244.39,3596.61,3718.79,193.727,,880.163,725.705,2650,846.982,2770.97,2605.71,1035.44,570.471,241.27,806.536,4122.3,692.399,556.847,620.099,1488.07,116.626,357.642,1578.56,277.911,628.231,1774.52,602.98,697.036,,387.419,1367.84,,584.623,285.6,1742.9,,175.996,979.974,2086.25,1613.59,3557.85,1630.33,591.821,240.676,1214.48,2551.6
51134,1632.33,1916.58,4439.17,877.234,331.611,,32.4061,4200.8,,,989.783,1310.78,2179.79,997.92,,629.335,1631.98,2971.79,2769.12,2569.84,,,561.136,242.262,829.662,560.147,1527.61,2684.8,307.33,870.671,82.3701,469.637,1623.68,,140.068,314.388,1250.46,343.759,468.396,422.02,175.981,460.25,932.78,336.529,452.194,478.285,1058.19,830.916,166.954,1121.82,377.152,651.884,265.109,148.438,1529.34,1429.54,881.349,2875.4,591.862,190.726,79.8791,549.494,2590.64
51135,2131.01,1790.3,4613.12,1381.35,673.989,,124.638,4806.46,,,,2525.95,1917.5,1366.45,599.947,208.65,2525.96,4162.28,3796.56,3331.03,86.9381,190.484,727.276,745,1563.95,214.344,2258.13,2822.03,779.985,518.149,196.876,856.59,2796.18,,,501.885,732.317,432.184,869.584,774.206,275.311,791.59,1258.08,505.734,867.254,,1093.78,197.618,644.668,694.707,835.39,798.951,195.43,461.788,1417.82,1188.77,1233.47,3874.5,615.675,1026.84,440.786,1097.59,2618.35
51136,1785.38,2221.26,4466.26,233.276,1082.58,,913.104,5923.27,,,619.652,1676.33,2078.56,1523.58,973.978,88.2543,2479.73,3698.46,4786.11,3877.34,402.377,,699.928,556.189,1450.49,569.214,2227.4,2731.65,512.174,876.228,744.261,1456.68,2604.14,194.575,,685.949,833.902,172.767,571.378,977.98,454.181,766.515,1765.37,435.88,675.481,,908.015,1705.47,1011.63,,537.788,853.914,617.801,381.62,1005.32,2235.32,673.988,3781.38,348.694,2043.86,,1068.05,2147.22
51137,2308.79,1829.93,4074.99,1118.75,578.427,,698.816,5720.75,,232.608,1430.26,1857.62,2156.58,2299.16,143.824,164.496,2262.28,3588.37,3540.05,3483.1,27.204,62.9409,658.651,1126.76,1755.29,506.301,2023.02,2476.51,819.275,999.553,495.227,654.064,2232.58,46.4892,738.038,606.644,524.781,,752.394,878.847,315.08,501.031,1798.78,1262.85,54.8492,132.025,1237.04,1585.66,1282.15,,,1380.69,690.54,350.718,1256.36,1406.26,890.52,4053.49,1199.98,1885.93,620.82,1346.36,3270.98
51138,1574.71,1963.35,5323.56,385.693,426.549,,441.205,5282.44,,123.259,1216.76,1823.2,2612.91,145.476,411.44,203.202,1847.63,2447.92,3322.25,3879.63,343.504,37.0386,899.285,431.851,1007.41,963.395,1925.86,2242.74,446.372,291.539,175.433,253.872,4130.81,676.674,,332.834,1242.66,199.012,620.021,866.165,,656.407,1343.92,1304.44,,774.983,909.729,760.345,,238.531,1101.77,1176.48,97.2102,429.355,416.286,776.206,676.543,3399.73,784.435,1307.33,59.2867,640.595,2547.63
